time angle_scaled angular_speed_error_scaled linear_speed_error_scaled left_speed right_speed weg_extension target_idx x y z state
3.505 0.547279 0.292681 0.289986 -15.6221 -15.6221 0.00542036 0 -0.354074 0.0694137 0.350933 forward
3.605 0.59231 0.230038 0.234927 5.864 -15.6639 0.00536869 0 -0.366143 0.0592168 0.356138 left
3.705 0.616704 0.26092 0.192153 5.864 -15.6451 0.00539195 0 -0.380037 0.0542627 0.360767 left
3.805 0.581043 0.265591 0.17544 5.864 -15.6417 0.00539613 0 -0.38181 0.0507734 0.354304 left
3.905 0.548565 0.287234 0.153954 -15.6261 -15.6261 0.00541549 0 -0.377526 0.0500854 0.34961 forward
4.005 0.536278 0.28096 0.143817 -15.6306 -15.6306 0.00540988 0 -0.404948 0.0503037 0.364988 forward
4.105 0.54319 0.263106 0.139833 -15.6435 -15.6435 0.0053939 0 -0.433113 0.0504131 0.390045 forward
4.205 0.564789 0.239275 0.18561 5.864 -15.6607 0.00537258 0 -0.469985 0.0597665 0.422052 left
4.305 0.631695 0.310986 0.391422 5.864 -15.5508 0.0055087 1 -0.502022 0.0351611 0.465309 left
4.405 0.81863 0.290394 0.353603 5.864 -15.5781 0.00547486 1 -0.515774 0.0393684 0.484381 left
4.505 0.784319 0.279315 0.267901 5.864 -15.6318 0.0054084 1 -0.526676 0.0391211 0.483666 left
4.605 0.74048 0.247225 0.247124 5.864 -15.655 0.0053797 1 -0.529494 0.0374642 0.488962 left
4.705 0.686095 0.203572 0.214858 5.864 -15.6784 0.00535074 1 -0.52039 0.0346851 0.501202 left
4.805 0.622229 0.17637 0.234839 5.864 -15.6639 0.00536862 1 -0.516844 0.0364726 0.518112 left
4.905 0.594019 0.239657 0.189851 5.864 -15.6604 0.00537293 1 -0.510914 0.0373585 0.527084 left
5.005 0.568907 0.235055 0.175398 5.864 -15.6638 0.00536881 1 -0.516296 0.0525494 0.526558 left
5.105 0.522998 0.223677 0.140655 -15.672 -15.672 0.00535863 1 -0.521882 0.0576813 0.52494 forward
5.205 0.485452 0.1779 0.145901 -15.7051 -15.7051 0.00531768 1 -0.500623 0.0605069 0.518986 forward
5.305 0.52921 0.170168 0.210713 -15.6813 -15.6813 0.00534703 1 -0.462461 0.0626925 0.522315 forward
5.405 0.58583 0.23068 0.161012 5.864 -15.6669 0.00536489 1 -0.429642 0.0664423 0.537432 left
5.505 0.593844 0.301418 0.17998 5.864 -15.6158 0.00542818 1 -0.433127 0.061988 0.533299 left
5.605 0.580038 0.354433 0.165721 5.864 -15.5775 0.00547561 1 -0.445479 0.0551339 0.532737 left
5.705 0.55743 0.353483 0.12596 -15.5782 -15.5782 0.00547476 1 -0.447193 0.0554836 0.544294 forward
5.805 0.579455 0.282329 0.121203 5.864 -15.6296 0.0054111 1 -0.427275 0.0687929 0.544982 left
5.905 0.5522 0.274647 0.122794 -15.6352 -15.6352 0.00540423 1 -0.414738 0.0721283 0.559738 forward
6.005 0.564927 0.233361 0.115922 5.864 -15.665 0.00536729 1 -0.387921 0.0770524 0.564747 left
6.105 0.475419 0.224267 0.129021 -15.6716 -15.6716 0.00535916 1 -0.356089 0.0770772 0.574335 forward
6.205 0.457843 0.185161 0.115663 -15.6998 -15.6998 0.00532417 1 -0.321488 0.0683509 0.575625 forward
6.305 0.464726 0.194928 0.194161 -15.6928 -15.6928 0.00533291 1 -0.273212 0.0456678 0.572245 forward
6.405 0.423278 0.200951 0.184788 -15.6884 -15.6884 0.0053383 1 -0.218978 0.0544994 0.566267 forward
6.505 0.395409 0.215043 0.174878 -15.6782 15.6782 0.00535091 1 -0.176649 0.0450131 0.540294 right
6.605 0.445249 0.272883 0.239401 -15.6364 -15.6364 0.00540265 1 -0.140528 0.0415886 0.527927 forward
6.705 0.457704 0.210949 0.233246 -15.6651 -15.6651 0.00536719 1 -0.0937496 0.0438209 0.509809 forward
6.805 0.45217 0.161325 0.282272 -15.6296 -15.6296 0.00541105 1 -0.0400614 0.0442871 0.491101 forward
6.905 0.435386 0.136178 0.234843 -15.6639 -15.6639 0.00536862 1 0.00782991 0.0390203 0.477688 forward
7.005 0.431197 0.12558 0.27906 -15.632 -15.632 0.00540818 1 0.0575466 0.0405555 0.45954 forward
7.105 0.411657 0.0966465 0.308706 -15.6105 -15.6105 0.0054347 1 0.107796 0.0339835 0.437446 forward
7.205 0.400242 0.0818398 0.333475 -15.5926 -15.5926 0.00545686 1 0.156957 0.0453164 0.421137 forward
7.305 0.372074 0.102607 0.355653 -15.5766 15.5766 0.0054767 1 0.210328 0.0435463 0.401081 right
7.405 0.362665 0.146893 0.312262 -15.608 15.608 0.00543788 1 0.2426 0.0532825 0.377587 right
7.505 0.431072 0.227096 0.309385 -15.6101 -15.6101 0.00543531 1 0.235903 0.0391244 0.371022 forward
7.605 0.459075 0.172103 0.25982 -15.6459 -15.6459 0.00539096 1 0.266846 0.0731215 0.358663 forward
7.705 0.418382 0.16881 0.230874 -15.6668 -15.6668 0.00536507 1 0.30592 0.0751882 0.3721 forward
7.805 0.349481 0.143687 0.225029 -15.671 15.671 0.00535984 1 0.35646 0.0827357 0.365767 right
7.905 0.384098 0.150236 0.245587 -15.6561 15.6561 0.00537823 1 0.384101 0.0824343 0.366373 right
8.005 0.50452 0.125186 0.328497 -15.5962 -15.5962 0.0054524 1 0.400472 0.0917097 0.380182 forward
8.105 0.558853 0.0999257 0.277154 5.864 -15.6333 0.00540647 1 0.413669 0.0849231 0.408447 left
8.205 0.522717 0.0982993 0.210425 -15.6816 -15.6816 0.00534677 1 0.431502 0.0758412 0.435589 forward
8.305 0.498529 0.0931378 0.17362 -15.7081 -15.7081 0.00531385 1 0.453493 0.071358 0.448343 forward
8.405 0.486965 0.0869986 0.268721 -15.6394 -15.6394 0.00539893 2 0.472795 0.0628846 0.464065 forward
8.505 0.0120722 0.172541 0.325534 -15.5984 15.5984 0.00544975 2 0.491514 0.054754 0.482641 right
8.605 0.0792367 0.192935 0.289949 -15.6241 15.6241 0.00541792 2 0.486189 0.058568 0.490237 right
8.705 0.142154 0.294033 0.295071 -15.6204 15.6204 0.0054225 2 0.491141 0.0601305 0.49568 right
8.805 0.189796 0.363237 0.283156 -15.5711 15.5711 0.00548348 2 0.494793 0.0577935 0.487433 right
8.9 0.249774 0.310567 0.3092 -15.6092 15.6092 0.00543636 2 0.492974 0.0606825 0.490965 right
9 0.319922 0.342895 0.314689 -15.5858 15.5858 0.00546528 2 0.481781 0.0581905 0.48922 right
9.1 0.409141 0.294172 0.25552 -15.621 15.621 0.0054217 2 0.473568 0.060685 0.477165 right
9.2 0.541167 0.298769 0.320783 -15.6018 -15.6018 0.0054455 2 0.483438 0.0627718 0.446457 forward
9.3 0.574495 0.288556 0.288791 5.864 -15.6249 0.00541688 2 0.468078 0.0638303 0.41028 left
9.4 0.568063 0.285439 0.266134 5.864 -15.6274 0.00541388 2 0.466411 0.0646235 0.418098 left
9.5 0.559009 0.333162 0.199757 -15.5929 -15.5929 0.00545658 2 0.463339 0.0626878 0.416678 forward
9.6 0.561526 0.280001 0.155675 5.864 -15.6313 0.00540902 2 0.466701 0.0698778 0.404991 left
9.7 0.594351 0.377875 0.302493 5.864 -15.5606 0.00549658 2 0.470106 0.0684091 0.353119 left
9.8 0.620229 0.447439 0.242189 5.864 -15.5103 0.00555881 2 0.461238 0.0628579 0.308883 left
9.9 0.618765 0.445271 0.216098 5.864 -15.5119 0.00555687 2 0.461611 0.0652883 0.30787 left
10 0.604587 0.465724 0.206407 5.864 -15.4971 0.00557517 2 0.465616 0.0633033 0.311181 left
10.1 0.59472 0.482391 0.203712 5.864 -15.485 0.00559008 2 0.462561 0.0634176 0.309363 left
10.2 0.589692 0.474922 0.206031 5.864 -15.4904 0.0055834 2 0.461797 0.0638134 0.308838 left
10.3 0.574725 0.463637 0.185153 5.864 -15.4986 0.0055733 2 0.465416 0.0627092 0.311009 left
10.4 0.532664 0.438233 0.190863 -15.517 -15.517 0.00555058 2 0.458019 0.0650435 0.305719 forward
10.5 0.58022 0.408978 0.307257 5.864 -15.5381 0.0055244 2 0.454026 0.0667605 0.30039 left
10.6 0.588259 0.406355 0.262298 5.864 -15.54 0.00552206 2 0.453587 0.0670262 0.29892 left
10.7 0.565884 0.410772 0.224121 5.864 -15.5368 0.00552601 2 0.45537 0.0666963 0.302044 left
10.8 0.538451 0.412811 0.206236 -15.5353 -15.5353 0.00552783 2 0.459719 0.0657845 0.307718 forward
10.9 0.527995 0.376978 0.319323 -15.5612 -15.5612 0.00549578 2 0.453245 0.0688064 0.299186 forward
11 0.538707 0.386089 0.368947 -15.5546 -15.5546 0.00550393 2 0.442952 0.0663309 0.29508 forward
11.1 0.602202 0.382038 0.376587 5.864 -15.5576 0.0055003 2 0.440963 0.062661 0.281802 left
11.2 0.577794 0.367109 0.361304 5.864 -15.5683 0.00548695 2 0.430649 0.057874 0.261151 left
11.3 0.539741 0.329784 0.29838 -15.5953 -15.5953 0.00545356 2 0.422235 0.0587521 0.243263 forward
11.4 0.561529 0.332671 0.292941 5.864 -15.5932 0.00545614 2 0.409826 0.0602581 0.217819 left
11.5 0.559179 0.374438 0.417856 -15.5317 -15.5317 0.00553235 2 0.383851 0.063376 0.177845 forward
11.6 0.558749 0.285425 0.382701 5.864 -15.5571 0.0055009 2 0.348566 0.0449235 0.131236 left
11.7 0.564677 0.341574 0.484204 5.864 -15.4837 0.0055917 2 0.329679 0.0599777 0.0895998 left
11.8 0.553558 0.314605 0.443402 -15.5132 -15.5132 0.0055552 2 0.297673 0.0401535 0.0546473 forward
11.9 0.529863 0.241512 0.339982 -15.5879 -15.5879 0.00546268 2 0.281452 0.0579793 0.0438433 forward
12 0.531604 0.202844 0.383268 -15.5567 -15.5567 0.0055014 2 0.240036 0.0476974 0.00429915 forward
12.1 0.544783 0.153552 0.324213 -15.5993 -15.5993 0.00544857 2 0.198957 0.0440567 -0.0415971 forward
12.2 0.554382 0.116171 0.259691 -15.646 -15.646 0.00539085 2 0.161353 0.0430226 -0.0793202 forward
12.3 0.5574 0.1028 0.197683 -15.6908 -15.6908 0.00533538 2 0.126854 0.0421716 -0.114316 forward
12.4 0.560849 0.0944044 0.208494 5.864 -15.683 0.00534505 2 0.0953627 0.042692 -0.15678 left
12.5 0.552673 0.154798 0.219721 -15.6748 -15.6748 0.00535509 2 0.0735396 0.0349821 -0.193785 forward
12.6 0.555989 0.118865 0.239921 -15.6602 -15.6602 0.00537316 2 0.0396927 0.0387306 -0.233134 forward
12.7 0.561656 0.109271 0.228053 5.864 -15.6688 0.00536254 2 0.00683027 0.0494558 -0.272811 left
12.8 0.525191 0.107781 0.271335 -15.6375 -15.6375 0.00540127 2 -0.0313054 0.0405102 -0.294084 forward
12.9 0.484511 0.0817567 0.265672 -15.6416 -15.6416 0.0053962 2 -0.0687994 0.0391684 -0.307798 forward
13 0.482313 0.0659655 0.268967 -15.6393 -15.6393 0.00539915 2 -0.119582 0.0371033 -0.324025 forward
13.1 0.478705 0.0620888 0.265663 -15.6416 -15.6416 0.00539619 2 -0.169554 0.0397196 -0.341719 forward
13.2 0.460411 0.147656 0.267101 -15.6406 -15.6406 0.00539748 2 -0.20324 0.0471631 -0.357552 forward
13.3 0.415362 0.172826 0.228132 -15.6688 -15.6688 0.00536262 2 -0.224642 0.0540724 -0.36854 forward
13.4 0.370488 0.182689 0.241466 -15.6591 15.6591 0.00537454 2 -0.254554 0.0591117 -0.363024 right
13.5 0.384525 0.210864 0.263764 -15.643 15.643 0.00539449 2 -0.270864 0.0600985 -0.365911 right
13.6 0.490354 0.208145 0.44711 -15.5105 -15.5105 0.00555852 2 -0.294457 0.0625499 -0.358469 forward
13.7 0.528069 0.211667 0.478565 -15.4878 -15.4878 0.00558666 2 -0.292285 0.0794316 -0.335011 forward
13.8 0.547295 0.22594 0.365489 -15.5695 -15.5695 0.0054855 2 -0.302364 0.0707686 -0.357355 forward
13.9 0.503876 0.177021 0.276478 -15.6338 -15.6338 0.00540587 2 -0.345867 0.06323 -0.378807 forward
14 0.514054 0.170133 0.256776 -15.6481 -15.6481 0.00538824 2 -0.379637 0.0600717 -0.398941 forward
14.1 0.500102 0.131358 0.233608 -15.6648 -15.6648 0.00536751 2 -0.423348 0.0597919 -0.430703 forward
14.2 0.473851 0.108074 0.225826 -15.6704 -15.6704 0.00536055 3 -0.459962 0.0450757 -0.450446 forward
14.3 0.110099 0.0994815 0.203612 -15.6865 15.6865 0.00534068 3 -0.504959 0.0582943 -0.466328 right
14.4 0.115205 0.220757 0.425748 -15.526 15.526 0.00553941 3 -0.547746 0.0519389 -0.495488 right
14.5 0.171752 0.294562 0.439723 -15.5159 15.5159 0.00555191 3 -0.577755 0.0597335 -0.508098 right
14.6 0.204682 0.347446 0.502298 -15.4707 15.4707 0.00560789 3 -0.589861 0.0379236 -0.516019 right
14.7 0.297542 0.26917 0.526461 -15.4532 15.4532 0.00562951 3 -0.568685 0.0441314 -0.521295 right
14.8 0.40659 0.268141 0.465076 -15.4976 15.4976 0.00557459 3 -0.564124 0.0374827 -0.51537 right
14.9 0.496767 0.257204 0.427798 -15.5245 -15.5245 0.00554124 3 -0.563136 0.038125 -0.509733 forward
15 0.516964 0.200796 0.324648 -15.599 -15.599 0.00544896 3 -0.531284 0.0350011 -0.509569 forward
15.1 0.521603 0.169491 0.315785 -15.6054 -15.6054 0.00544103 3 -0.477928 0.0370565 -0.502029 forward
15.2 0.533248 0.145187 0.310451 -15.6093 -15.6093 0.00543626 3 -0.427389 0.0383277 -0.49643 forward
15.3 0.538087 0.117168 0.277279 -15.6332 -15.6332 0.00540658 3 -0.372789 0.0374315 -0.485489 forward
15.4 0.537669 0.0979138 0.222254 -15.673 -15.673 0.00535736 3 -0.319932 0.0405603 -0.474696 forward
15.5 0.549045 0.101815 0.228765 -15.6683 -15.6683 0.00536318 3 -0.265087 0.0430838 -0.463664 forward
15.6 0.557023 0.0934282 0.240375 -15.6599 -15.6599 0.00537357 3 -0.213895 0.0368723 -0.446154 forward
15.7 0.57264 0.0990128 0.193383 5.864 -15.6939 0.00533153 3 -0.164639 0.0383061 -0.431134 left
15.8 0.545365 0.136407 0.179306 -15.704 -15.704 0.00531893 3 -0.143465 0.0380927 -0.428097 forward
15.9 0.54441 0.118127 0.202382 -15.6874 -15.6874 0.00533958 3 -0.0982006 0.0483658 -0.416021 forward
16 0.541643 0.101429 0.217626 -15.6764 -15.6764 0.00535322 3 -0.0477861 0.0446673 -0.412461 forward
16.1 0.539884 0.0761011 0.250972 -15.6523 -15.6523 0.00538305 3 0.00423052 0.04149 -0.411424 forward
16.2 0.543526 0.0949735 0.22089 -15.674 -15.674 0.00535614 3 0.0589239 0.0373828 -0.404422 forward
16.3 0.562596 0.09435 0.24244 5.864 -15.6584 0.00537542 3 0.10768 0.0378327 -0.397916 left
16.4 0.551868 0.12984 0.29908 -15.6175 -15.6175 0.00542609 3 0.160857 0.039585 -0.395197 forward
16.5 0.532281 0.104317 0.289474 -15.6244 -15.6244 0.00541749 3 0.199733 0.0437531 -0.38939 forward
16.6 0.543202 0.0799868 0.310837 -15.609 -15.609 0.0054366 3 0.252937 0.0391731 -0.399014 forward
16.7 0.545402 0.0828686 0.309143 -15.6102 -15.6102 0.00543509 3 0.305044 0.0428645 -0.407407 forward
16.8 0.540877 0.0831787 0.274146 -15.6355 -15.6355 0.00540378 3 0.354081 0.0402374 -0.4177 forward
16.9 0.558147 0.195103 0.307009 5.864 -15.6118 0.00543318 3 0.360571 0.0385346 -0.433079 left
17 0.549544 0.255117 0.231492 -15.6493 -15.6493 0.00538676 3 0.369855 0.0385257 -0.43833 forward
17.1 0.562856 0.208519 0.266324 5.864 -15.6412 0.00539678 3 0.374077 0.0535537 -0.434138 left
17.2 0.556445 0.257444 0.216493 -15.6476 -15.6476 0.00538884 3 0.38249 0.0514105 -0.434945 forward
17.3 0.574377 0.257728 0.258055 5.864 -15.6471 0.00538939 3 0.393354 0.0493895 -0.439848 left
17.4 0.580365 0.295482 0.202885 5.864 -15.6201 0.00542287 3 0.390498 0.050507 -0.442413 left
17.5 0.556279 0.269637 0.164933 -15.6388 -15.6388 0.00539975 3 0.394287 0.0519093 -0.444297 forward
17.6 0.585589 0.242375 0.261046 5.864 -15.645 0.00539206 3 0.412413 0.0572345 -0.444831 left
17.7 0.57718 0.340799 0.207305 5.864 -15.5874 0.00546341 3 0.416454 0.0576077 -0.449197 left
17.8 0.565856 0.343063 0.163717 5.864 -15.5857 0.00546544 3 0.412331 0.0569824 -0.450626 left
17.9 0.540588 0.361922 0.132395 -15.5721 -15.5721 0.00548231 3 0.41164 0.0581702 -0.452027 forward
18 0.562667 0.291944 0.244455 5.864 -15.6227 0.0054197 3 0.423743 0.0605771 -0.452398 left
18.1 0.556688 0.353302 0.238143 -15.5783 -15.5783 0.00547459 3 0.423331 0.0608964 -0.452886 forward
18.2 0.562857 0.264976 0.372574 5.864 -15.5644 0.00549184 3 0.423765 0.0616496 -0.45259 left
18.3 0.563193 0.332653 0.339073 5.864 -15.5886 0.00546187 3 0.42423 0.0617329 -0.452614 left
18.4 0.563051 0.383562 0.310805 5.864 -15.5565 0.00550167 3 0.424372 0.061829 -0.45273 left
18.5 0.562991 0.421547 0.292931 5.864 -15.529 0.00553565 3 0.424298 0.0618524 -0.452729 left
18.6 0.562874 0.449868 0.27847 5.864 -15.5085 0.00556099 3 0.423978 0.0617753 -0.452634 left
18.7 0.562341 0.469941 0.264455 5.864 -15.494 0.00557894 3 0.423284 0.0617876 -0.452599 left
18.8 0.552265 0.470185 0.254347 -15.4939 -15.4939 0.00557916 3 0.422988 0.0608898 -0.45295 forward
18.9 0.547219 0.352665 0.379084 -15.5597 -15.5597 0.00549766 3 0.422301 0.0607277 -0.453042 forward
19 0.560629 0.264527 0.467439 5.864 -15.4958 0.0055767 3 0.426508 0.061899 -0.45276 left
19.1 0.54089 0.308463 0.39815 -15.5459 -15.5459 0.00551472 3 0.426909 0.0622321 -0.453609 forward
19.2 0.536819 0.231467 0.491838 -15.4782 -15.4782 0.00559853 3 0.42559 0.0622367 -0.453737 forward
19.3 0.54396 0.173601 0.552438 -15.4344 -15.4344 0.00565275 3 0.426907 0.0622466 -0.453871 forward
19.4 0.536625 0.156344 0.595377 -15.4034 -15.4034 0.00569116 3 0.429989 0.062809 -0.454523 forward
19.5 0.535148 0.117265 0.630884 -15.3777 -15.3777 0.00572292 3 0.429307 0.0628973 -0.454545 forward
19.6 0.52939 0.0879561 0.660592 -15.3563 -15.3563 0.0057495 3 0.431934 0.0634009 -0.455279 forward
19.7 0.502824 0.123608 0.604092 -15.3971 -15.3971 0.00569896 3 0.433626 0.0689404 -0.460181 forward
19.8 0.459327 0.1808 0.59522 -15.4035 -15.4035 0.00569102 3 0.437357 0.0716307 -0.464493 forward
19.9 0.396412 0.211975 0.542372 -15.4417 15.4417 0.00564374 3 0.448421 0.0700148 -0.477081 right
20 0.347081 0.328591 0.559277 -15.4295 15.4295 0.00565886 3 0.434138 0.0739062 -0.49516 right
20.1 0.319677 0.407938 0.523539 -15.4553 15.4553 0.00562689 3 0.44023 0.067726 -0.517834 right
