time angle_scaled angular_speed_error_scaled linear_speed_error_scaled left_speed right_speed weg_extension target_idx x y z l r w
3.905 0.954762 0.0110306 0.489014 3.48477 4.34479 0.0195103 0 -0.117515 0.0439551 0.32337 0.587119 0.992009 0.978451
4.005 0.957111 0.0122441 0.486565 3.63395 4.34547 0.0195095 0 -0.131047 0.0463817 0.333191 0.590849 0.991961 0.978408
4.105 0.95792 0.00978625 0.496657 3.51538 4.33329 0.0195246 0 -0.144684 0.0474787 0.347315 0.587884 0.992132 0.97917
4.205 0.956695 0.0124488 0.492989 3.5863 4.33704 0.01952 0 -0.158364 0.0459807 0.35826 0.589658 0.992061 0.978935
4.305 0.958667 0.0134079 0.498014 3.66624 4.32841 0.0195307 0 -0.17504 0.0445603 0.365887 0.591656 0.992133 0.979474
4.405 0.960551 0.0229681 0.473014 4.23061 4.35334 0.0194996 0 -0.186071 0.0466717 0.379922 0.605765 0.99168 0.977916
4.505 0.964108 0.0248579 0.470129 4.35322 4.35322 0.0194998 0 -0.192377 0.0497137 0.38783 0.611246 0.991618 0.977924
4.605 0.962162 0.0202942 0.458934 4.2813 4.37421 0.0194736 0 -0.203322 0.0560449 0.391292 0.607032 0.99146 0.976612
4.705 0.959791 0.0180496 0.448214 4.17559 4.39407 0.0194489 0 -0.213719 0.0601249 0.39522 0.60439 0.991294 0.975371
4.805 0.957589 0.0247378 0.507502 3.97343 4.30946 0.0195543 0 -0.226864 0.0612769 0.412721 0.599336 0.992219 0.980658
4.905 0.957374 0.0477733 0.558039 4.24145 4.24145 0.0196391 0 -0.251555 0.064948 0.428315 0.612014 0.992844 0.98491
5.005 0.934745 0.071892 0.527647 4.27101 4.27101 0.0196023 0 -0.266089 0.0611015 0.447499 0.616423 0.992298 0.983062
5.105 0.917777 0.0540271 0.550677 3.23085 4.26683 0.0196075 0 -0.274148 0.063382 0.456537 0.580771 0.992744 0.983323
5.205 0.920986 0.0449071 0.529909 3.15189 4.29329 0.0195745 0 -0.292862 0.0610193 0.465077 0.578797 0.992485 0.981669
5.305 0.914819 0.0667527 0.49331 3.92306 4.32718 0.0195323 0 -0.306418 0.0583376 0.476779 0.598077 0.991808 0.979551
5.405 0.899348 0.0562599 0.492171 2.95363 4.34742 0.019507 0 -0.315153 0.0621618 0.485554 0.573841 0.991864 0.978286
5.505 0.88678 0.0430478 0.496153 1.95237 4.36147 0.0194895 0 -0.325376 0.062644 0.494361 0.548809 0.992013 0.977408
5.605 0.87203 0.0457185 0.478965 1.57496 4.39655 0.0194458 0 -0.331789 0.057624 0.50719 0.539374 0.991738 0.975216
5.705 0.873174 0.0595721 0.42314 2.4763 4.47712 0.0193454 0 -0.341463 0.0600275 0.511429 0.561907 0.99069 0.97018
5.805 0.871433 0.0585003 0.381014 2.6288 4.56494 0.0192359 0 -0.343297 0.0646704 0.513482 0.56572 0.989896 0.964691
5.905 0.872047 0.0537054 0.360356 2.60499 4.6172 0.0191708 0 -0.346279 0.0688592 0.516822 0.565125 0.989511 0.961425
6.005 0.87598 0.0436866 0.342396 2.50352 4.66993 0.0191051 0 -0.350523 0.0718342 0.52018 0.562588 0.989204 0.958129
6.105 0.891322 0.0622123 0.422113 3.28644 4.45845 0.0193687 0 -0.365404 0.0747946 0.520138 0.582161 0.990633 0.971347
6.205 0.880121 0.0999258 0.566092 3.33785 4.24632 0.019633 0 -0.394753 0.0631262 0.526121 0.583446 0.992769 0.984605
6.305 0.838245 0.0789053 0.591247 0.761736 4.2554 0.0196217 0 -0.418238 0.0669286 0.539006 0.519043 0.993252 0.984038
6.405 0.816603 0.0609174 0.529538 -0.381547 4.35426 0.0194985 0 -0.434521 0.0664258 0.549021 0.490461 0.992494 0.977859
6.505 0.818296 0.0518523 0.436729 -0.0690228 4.51651 0.0192963 0 -0.440255 0.0647626 0.552847 0.498274 0.991043 0.967718
6.605 0.819982 0.0536505 0.393416 0.336661 4.60599 0.0191848 0 -0.446567 0.0662946 0.549025 0.508417 0.990234 0.962125
6.705 0.922997 0.0448839 0.357569 4.27193 4.57145 0.0192278 0 -0.45469 0.0650144 0.547468 0.606798 0.989451 0.964284
6.805 0.886434 0.034677 0.412722 2.14863 4.50956 0.019305 0 -0.474051 0.0650671 0.546109 0.553716 0.990642 0.968152
6.905 0.856808 0.0376331 0.409798 1.10409 4.54498 0.0192608 1 -0.488046 0.0638046 0.545147 0.527602 0.990604 0.965939
7.005 0.571539 0.0339857 0.406219 -5.00451 5.00451 0.0186881 1 -0.501616 0.0596173 0.550528 0.261725 0.990885 0.937218
7.105 0.583651 0.0280382 0.353044 -5.20952 5.20952 0.0184326 1 -0.506169 0.0574159 0.569821 0.273381 0.989908 0.924405
7.205 0.615562 0.0476758 0.292561 -5.36214 5.36214 0.0182424 1 -0.506064 0.0527104 0.568535 0.323118 0.988437 0.914866
7.305 0.626447 0.079025 0.234593 -5.30231 5.54555 0.0180139 1 -0.505991 0.0534589 0.567118 0.367442 0.986749 0.903403
7.405 0.655444 0.0761197 0.237633 -4.33435 5.45226 0.0181301 1 -0.505769 0.0543698 0.559575 0.391641 0.986807 0.909234
7.505 0.681337 0.0644518 0.261134 -3.90338 5.29612 0.0183247 1 -0.513175 0.0610113 0.55169 0.402415 0.98746 0.918992
7.605 0.724867 0.0885737 0.305183 -1.5964 4.95898 0.0187449 1 -0.522426 0.0618639 0.536849 0.46009 0.988244 0.940064
7.705 0.751416 0.0732265 0.304162 -1.10544 4.94141 0.0187668 1 -0.527309 0.0653807 0.531511 0.472364 0.988306 0.941162
7.805 0.785142 0.0778958 0.289309 0.50343 4.92025 0.0187931 1 -0.531522 0.0663118 0.5237 0.512586 0.987872 0.942484
7.905 0.814064 0.071519 0.380672 0.844776 4.62034 0.0191669 1 -0.541017 0.053239 0.53078 0.521119 0.98987 0.961228
8.005 0.82786 0.0864355 0.352092 2.12065 4.65173 0.0191278 1 -0.540507 0.0466722 0.525398 0.553016 0.989158 0.959267
8.105 0.825529 0.0749038 0.395184 1.33477 4.56863 0.0192313 1 -0.530661 0.0495176 0.51725 0.533369 0.990118 0.964461
8.205 0.83466 0.0599727 0.392699 1.15959 4.58143 0.0192154 1 -0.523243 0.0458584 0.507103 0.52899 0.99016 0.96366
8.305 0.847948 0.0559668 0.371665 1.66925 4.61845 0.0191693 1 -0.517595 0.0438823 0.496924 0.541731 0.989756 0.961347
8.405 0.858494 0.0439688 0.366109 1.67802 4.63398 0.0191499 1 -0.508238 0.0448105 0.488769 0.54195 0.989715 0.960376
8.505 0.869034 0.0373401 0.375621 1.79085 4.6064 0.0191843 1 -0.501443 0.0446657 0.47647 0.544771 0.989938 0.9621
8.605 0.877189 0.0284257 0.390311 1.69282 4.57414 0.0192245 1 -0.491933 0.0466997 0.466919 0.542321 0.990274 0.964116
8.705 0.886591 0.0242253 0.393259 1.89103 4.56159 0.0192401 1 -0.480261 0.0487389 0.457784 0.547276 0.990347 0.964901
8.805 0.893409 0.0198644 0.406569 1.91672 4.53079 0.0192785 1 -0.469793 0.0450931 0.446345 0.547918 0.990616 0.966826
8.9 0.899545 0.0157744 0.38189 2.16131 4.58143 0.0192154 1 -0.458342 0.0472293 0.442181 0.554033 0.99017 0.963661
9 0.908458 0.0208707 0.38735 2.66407 4.55275 0.0192511 1 -0.450613 0.0454658 0.435408 0.566602 0.99023 0.965453
9.1 0.917887 0.0188553 0.381535 2.99441 4.55662 0.0192463 1 -0.443491 0.0417829 0.425636 0.57486 0.99012 0.965211
9.2 0.921559 0.0158442 0.362946 3.1418 4.59721 0.0191957 1 -0.437007 0.0497894 0.423864 0.578545 0.989769 0.962674
9.3 0.926501 0.0133333 0.362924 3.24275 4.59429 0.0191994 1 -0.43028 0.0519669 0.417958 0.581069 0.98978 0.962857
9.4 0.929481 0.015652 0.362667 3.44352 4.58828 0.0192069 1 -0.422348 0.0508369 0.411611 0.586088 0.989755 0.963233
9.5 0.930879 0.0166073 0.377013 3.44469 4.55386 0.0192497 1 -0.408404 0.0570937 0.412658 0.586117 0.990031 0.965384
9.6 0.938193 0.0221858 0.41127 3.71942 4.47201 0.0193518 1 -0.396362 0.0625055 0.412145 0.592985 0.990636 0.970499
9.7 0.940491 0.0260856 0.477315 3.54751 4.36013 0.0194912 1 -0.375038 0.060995 0.398973 0.588688 0.991752 0.977492
9.8 0.938916 0.0336959 0.474203 3.7792 4.3598 0.0194916 1 -0.362583 0.0679293 0.395258 0.59448 0.99166 0.977513
9.9 0.941826 0.0443045 0.520999 3.9878 4.29092 0.0195774 1 -0.34592 0.0777124 0.38898 0.599695 0.992336 0.981818
10 0.937409 0.0383209 0.586461 3.20505 4.22997 0.0196534 1 -0.321169 0.0849888 0.386445 0.580126 0.993294 0.985627
10.1 0.942549 0.0357447 0.67758 2.75267 4.15958 0.0197411 1 -0.278613 0.0654415 0.38223 0.568817 0.994403 0.990026
10.2 0.954117 0.0311447 0.638362 3.27622 4.18363 0.0197112 1 -0.253321 0.0662342 0.375323 0.581906 0.993964 0.988523
10.3 0.953414 0.025505 0.598771 3.28657 4.21769 0.0196687 1 -0.236959 0.0650784 0.37336 0.582164 0.993499 0.986395
10.4 0.956606 0.0224078 0.573073 3.45485 4.24087 0.0196398 1 -0.22065 0.0592357 0.371013 0.586371 0.993173 0.984945
10.5 0.95187 0.0264885 0.509614 3.80414 4.3095 0.0195543 1 -0.212185 0.0558911 0.366931 0.595103 0.992247 0.980657
10.6 0.945453 0.0207988 0.475739 3.5581 4.36268 0.019488 1 -0.204574 0.0549744 0.362505 0.588953 0.991752 0.977333
10.7 0.970165 0.0335966 0.444984 4.37752 4.37752 0.0194695 1 -0.189091 0.050692 0.365595 0.628302 0.991133 0.976405
10.8 0.975772 0.0279389 0.477693 4.3323 4.3323 0.0195259 1 -0.169413 0.043995 0.36674 0.623803 0.991712 0.979231
10.9 0.974386 0.0231789 0.513103 4.29309 4.29309 0.0195747 1 -0.151127 0.04673 0.369048 0.613083 0.992297 0.981682
11 0.973363 0.0178434 0.52625 4.21707 4.28219 0.0195883 1 -0.130211 0.0490982 0.368776 0.605427 0.992522 0.982363
11.1 0.97345 0.0156111 0.540129 4.05763 4.26846 0.0196054 1 -0.110269 0.0431935 0.36848 0.601441 0.992735 0.983221
11.2 0.972881 0.0145943 0.555045 3.9097 4.25403 0.0196234 1 -0.0925904 0.0472412 0.371036 0.597743 0.99295 0.984123
11.3 0.973554 0.0116813 0.551227 3.8543 4.25914 0.019617 1 -0.0727468 0.0490079 0.370962 0.596358 0.992911 0.983804
11.4 0.975438 0.0119167 0.546782 3.96174 4.26252 0.0196128 1 -0.0536137 0.0437043 0.370357 0.599043 0.992845 0.983593
11.5 0.975537 0.0136416 0.549944 4.00806 4.25825 0.0196182 1 -0.0365653 0.0465195 0.375038 0.600202 0.992881 0.98386
11.6 0.975151 0.0109123 0.548875 3.9022 4.26109 0.0196146 1 -0.0170902 0.0487205 0.374655 0.597555 0.99288 0.983682
11.7 0.976759 0.0129425 0.545219 4.05825 4.26281 0.0196125 1 0.00224413 0.0438601 0.373814 0.601456 0.992817 0.983575
11.8 0.976483 0.0137591 0.554541 4.02072 4.25304 0.0196246 1 0.0200409 0.0458828 0.379986 0.600518 0.992944 0.984185
11.9 0.976073 0.0110489 0.55232 3.92162 4.257 0.0196197 1 0.039934 0.0485225 0.379455 0.598041 0.992927 0.983938
12 0.976114 0.0136435 0.567197 3.9262 4.24099 0.0196397 1 0.0592319 0.0449987 0.379401 0.598155 0.993119 0.984938
12.1 0.979111 0.0152739 0.553898 4.17881 4.25143 0.0196267 1 0.0767281 0.0445283 0.386819 0.60447 0.992926 0.984285
12.2 0.976261 0.0119381 0.554189 3.94932 4.25452 0.0196228 1 0.0968081 0.0481415 0.385691 0.598733 0.992948 0.984093
12.3 0.975835 0.0151723 0.570661 3.94929 4.23708 0.0196445 1 0.116156 0.0449477 0.385456 0.598732 0.993159 0.985183
12.4 0.977235 0.0157183 0.558039 4.09824 4.24812 0.0196308 1 0.133861 0.0453079 0.393122 0.602456 0.992983 0.984492
12.5 0.975886 0.0128337 0.555699 3.95788 4.25272 0.019625 1 0.15361 0.0477726 0.392787 0.598947 0.992965 0.984205
12.6 0.974157 0.0159805 0.562636 3.96233 4.24514 0.0196345 1 0.172859 0.0457445 0.393142 0.599058 0.993047 0.984679
12.7 0.975338 0.0166551 0.554618 4.0798 4.25199 0.019626 1 0.190897 0.0460467 0.400552 0.601995 0.992932 0.98425
12.8 0.975477 0.0139571 0.55243 4.00203 4.25559 0.0196215 1 0.210247 0.0472241 0.401448 0.600051 0.992915 0.984026
12.9 0.972636 0.0153459 0.558327 3.90739 4.25049 0.0196278 1 0.229489 0.0463783 0.402534 0.597685 0.992992 0.984344
13 0.97268 0.0343539 0.521094 4.27824 4.27824 0.0195932 1 0.246887 0.0469845 0.410051 0.620113 0.99236 0.98261
13.1 0.959672 0.0303355 0.496234 4.31813 4.31813 0.0195435 1 0.257229 0.0472802 0.409986 0.607991 0.992012 0.980117
13.2 0.96556 0.0324921 0.461328 4.3585 4.3585 0.0194932 1 0.265876 0.0501016 0.408877 0.620634 0.991425 0.977594
13.3 0.965814 0.0262612 0.460131 4.36486 4.36486 0.0194853 1 0.274463 0.0588171 0.413132 0.615582 0.991441 0.977196
13.4 0.969129 0.059498 0.550606 4.23634 4.23634 0.0196455 1 0.293062 0.0587022 0.421969 0.634335 0.992669 0.985229
13.5 0.963994 0.0740305 0.533051 4.24809 4.24809 0.0196308 1 0.306565 0.0636025 0.417535 0.644614 0.992341 0.984495
13.6 0.963814 0.0670377 0.498344 4.28883 4.28883 0.0195801 1 0.31975 0.0685235 0.419014 0.643482 0.991838 0.981948
13.7 0.963636 0.09552 0.49819 4.27178 4.27178 0.0196013 1 0.329034 0.0738818 0.423195 0.667254 0.991675 0.983014
13.8 0.975634 0.113922 0.543688 4.21275 4.21275 0.0196749 1 0.347716 0.081336 0.436094 0.686425 0.99228 0.986703
13.9 0.00132383 0.125902 0.575813 -5.39742 5.39742 0.0181985 1 0.368254 0.0785362 0.445585 0.044242 0.993519 0.912661
14 0.0350346 0.136782 0.463178 -5.91843 5.91843 0.0175492 1 0.382924 0.0770898 0.451488 0.0558586 0.991815 0.880098
14.1 0.0648334 0.252887 0.446557 -5.52827 5.52827 0.0180354 1 0.390799 0.074623 0.458135 0.0939221 0.99081 0.904483
14.2 0.259177 0.286875 0.657726 -4.42991 4.42991 0.0194042 1 0.395105 0.0684645 0.49616 0.182621 0.993643 0.97313
14.3 0.288399 0.247864 0.548788 -4.66945 4.66945 0.0191057 1 0.369062 0.0779215 0.496343 0.188619 0.992301 0.958159
14.4 0.302463 0.194282 0.467316 -4.99117 4.99117 0.0187048 1 0.37347 0.0684779 0.48912 0.174928 0.991273 0.938052
14.5 0.322361 0.170734 0.420968 -5.1878 5.1878 0.0184597 1 0.372069 0.0686775 0.488736 0.177947 0.99057 0.925762
14.6 0.356894 0.137164 0.343647 -5.57465 5.57465 0.0179776 1 0.369256 0.0700906 0.487701 0.187082 0.989227 0.901584
14.7 0.4066 0.12359 0.330141 -5.54102 5.54102 0.0180195 1 0.374092 0.0648694 0.491948 0.211968 0.988973 0.903686
14.8 0.402234 0.110213 0.317264 -5.67177 5.67177 0.0178566 1 0.388122 0.0706156 0.492855 0.202272 0.9888 0.895514
14.9 0.416431 0.0941955 0.409612 -5.19913 5.19913 0.0184456 1 0.369667 0.0696387 0.484033 0.192619 0.990743 0.925054
15 0.508323 0.0912138 0.35312 -5.23626 5.23626 0.0183993 1 0.35883 0.0725574 0.469179 0.260624 0.989561 0.922734
15.1 0.565772 0.0876309 0.400773 -4.92809 4.92809 0.0187834 1 0.360951 0.0677952 0.481075 0.297941 0.99045 0.941994
15.2 0.593739 0.0804391 0.327411 -5.1708 5.1708 0.0184809 1 0.359163 0.0669034 0.479194 0.325975 0.988986 0.926825
15.3 0.612062 0.0797984 0.261144 -5.44178 5.44178 0.0181432 1 0.360455 0.0659461 0.479217 0.351083 0.987436 0.909889
15.4 0.64515 0.0743016 0.255223 -4.89101 5.39523 0.0182012 1 0.353434 0.0661717 0.478177 0.377725 0.987285 0.912798
15.5 0.673657 0.0781561 0.272502 -3.77595 5.2275 0.0184102 1 0.346078 0.065387 0.468526 0.405601 0.987633 0.923281
15.6 0.686151 0.0841065 0.256222 -2.97849 5.25594 0.0183748 1 0.351851 0.0657577 0.45406 0.425538 0.987161 0.921504
15.7 0.724981 0.0656378 0.250215 -2.09549 5.23358 0.0184027 1 0.342648 0.0622881 0.444828 0.447613 0.98711 0.922901
15.8 0.731956 0.0576108 0.276801 -2.28063 5.12054 0.0185435 1 0.352384 0.0685559 0.436361 0.442984 0.987821 0.929966
15.9 0.758018 0.0709359 0.284898 -0.80748 5.00327 0.0186897 1 0.366496 0.0703054 0.434538 0.479813 0.987865 0.937295
16 0.776627 0.064169 0.272184 -0.238547 5.02742 0.0186596 1 0.371559 0.0734461 0.440337 0.494036 0.987588 0.935786
16.1 0.793324 0.049144 0.262923 -0.0740357 5.06057 0.0186183 1 0.375973 0.0761616 0.442979 0.498149 0.987464 0.933714
16.2 0.812958 0.045852 0.25514 0.634201 5.05639 0.0186235 1 0.382824 0.0752686 0.443359 0.515855 0.987269 0.933975
16.3 0.82981 0.0421338 0.260485 1.13264 5.00836 0.0186833 1 0.387074 0.0749465 0.442181 0.528316 0.987408 0.936978
16.4 0.846176 0.0399949 0.271742 1.63193 4.93905 0.0187697 1 0.394188 0.0783348 0.444919 0.540798 0.987676 0.94131
16.5 0.84583 0.0340312 0.301205 1.21374 4.85131 0.0188791 1 0.40315 0.0846374 0.449228 0.530344 0.988415 0.946793
16.6 0.845519 0.0395342 0.288729 1.48298 4.88281 0.0188398 1 0.411914 0.0889523 0.454172 0.537075 0.988084 0.944824
16.7 0.841987 0.0335738 0.315903 0.95225 4.81234 0.0189276 1 0.420054 0.0887772 0.453518 0.523806 0.988753 0.949228
16.8 0.831939 0.11007 0.336469 3.2391 4.65261 0.0191267 1 0.441033 0.0775031 0.44927 0.580978 0.988633 0.959212
16.9 0.935907 0.0829477 0.404585 4.42725 4.42725 0.0194075 1 0.45378 0.0697959 0.456266 0.645043 0.990113 0.973297
17 0.94917 0.0850161 0.379484 4.45601 4.45601 0.0193717 1 0.455912 0.0687928 0.460894 0.662305 0.989582 0.971499
17.1 0.967555 0.071121 0.374005 4.46167 4.46167 0.0193646 1 0.46104 0.0675818 0.468296 0.667874 0.989545 0.971146
17.2 0.964892 0.0562629 0.361349 4.5034 4.5034 0.0193126 1 0.46117 0.066247 0.469241 0.654907 0.989393 0.968538
17.3 0.930565 0.114046 0.348678 4.5022 4.5022 0.0193141 2 0.472934 0.0635787 0.468807 0.674089 0.988736 0.968612
17.4 0.461194 0.0894601 0.407008 -5.11719 5.11719 0.0185477 2 0.480507 0.0619066 0.474719 0.219126 0.990675 0.930176
17.5 0.491666 0.0843291 0.338713 -5.36645 5.36645 0.0182371 2 0.485032 0.0599899 0.481721 0.244968 0.989334 0.914597
17.6 0.516133 0.0841077 0.323773 -5.37537 5.37537 0.0182259 2 0.485908 0.0638157 0.48218 0.265099 0.988985 0.914039
17.7 0.557024 0.0935427 0.332423 -5.20457 5.20457 0.0184388 2 0.496901 0.0633778 0.490951 0.304257 0.989046 0.924714
17.8 0.603475 0.0893532 0.2779 -5.3532 5.3532 0.0182536 2 0.501229 0.0702453 0.489462 0.348992 0.987775 0.915425
17.9 0.650481 0.114664 0.269743 -3.33867 5.2058 0.0184373 2 0.508647 0.0661469 0.482565 0.416533 0.987289 0.924637
18 0.66899 0.130875 0.247251 -1.88361 5.22145 0.0184178 2 0.511394 0.0639478 0.491113 0.45291 0.986539 0.923659
18.1 0.704742 0.158157 0.340319 -0.0346688 4.75651 0.0189972 2 0.497872 0.0676558 0.501458 0.499133 0.988522 0.952718
18.2 0.7217 0.133754 0.390843 -0.583281 4.63382 0.0191501 2 0.481875 0.0649264 0.51863 0.485418 0.989756 0.960386
18.3 0.735824 0.12858 0.346485 0.0649889 4.73742 0.019021 2 0.480134 0.0676497 0.520161 0.501625 0.988844 0.953911
18.4 0.752176 0.114725 0.383181 -0.0290415 4.6378 0.0191451 2 0.474239 0.0702293 0.524066 0.499274 0.989697 0.960138
18.5 0.767463 0.10381 0.369268 0.26131 4.66693 0.0191088 2 0.45553 0.0645348 0.530568 0.506533 0.98947 0.958317
18.6 0.781637 0.088167 0.384185 0.150667 4.63212 0.0191522 2 0.452849 0.0703735 0.531321 0.503767 0.989865 0.960492
18.7 0.79413 0.0755867 0.381959 0.194456 4.63796 0.0191449 2 0.435261 0.0677991 0.531665 0.504861 0.989892 0.960128
18.8 0.794042 0.0625701 0.39957 -0.403415 4.61303 0.019176 2 0.422166 0.064817 0.533207 0.489915 0.990323 0.961686
18.9 0.928753 0.0661714 0.393754 4.46899 4.46899 0.0193555 2 0.40842 0.0679439 0.527145 0.625567 0.990024 0.970688
19 0.930414 0.0507663 0.440106 4.26848 4.40337 0.0194373 2 0.387405 0.0659102 0.525294 0.606712 0.990986 0.974789
19.1 0.924812 0.0426177 0.471857 3.57113 4.367 0.0194826 2 0.369015 0.0630185 0.519712 0.589278 0.991585 0.977062
19.2 0.924876 0.0365321 0.486047 3.26756 4.35175 0.0195016 2 0.350341 0.0679438 0.519433 0.581689 0.99185 0.978016
19.3 0.930377 0.0277651 0.495316 3.10673 4.34169 0.0195142 2 0.330831 0.0657734 0.518015 0.577668 0.99204 0.978644
19.4 0.926657 0.0266623 0.509797 2.83293 4.3262 0.0195335 2 0.315531 0.0652137 0.513595 0.570823 0.992273 0.979613
19.5 0.908402 0.0220834 0.523351 1.86431 4.32478 0.0195352 2 0.294761 0.0645451 0.503432 0.546608 0.992517 0.979702
19.6 0.898656 0.0365689 0.546453 1.86972 4.29351 0.0195742 2 0.272487 0.055463 0.489232 0.546743 0.992787 0.981656
19.7 0.907191 0.0432383 0.474457 2.89428 4.37662 0.0194706 2 0.266991 0.056454 0.482483 0.572357 0.991642 0.976461
19.8 0.912002 0.0434453 0.494807 2.9644 4.34414 0.0195111 2 0.25496 0.0518776 0.476982 0.57411 0.991964 0.978491
